title_id,genre
26949-life-on-mars,Action
26949-life-on-mars,Mystery
26949-life-on-mars,Psychological
26949-life-on-mars,Comedy
699557-inside-criminal-minds,Thriller
699557-inside-criminal-minds,Mystery
699557-inside-criminal-minds,Crime
699557-inside-criminal-minds,Drama
62087-the-demon-judge,Mystery
62087-the-demon-judge,Law
62087-the-demon-judge,Crime
62087-the-demon-judge,Drama
75433-rocket-boy-squad,Comedy
75433-rocket-boy-squad,Life
75433-rocket-boy-squad,Drama
75433-rocket-boy-squad,Sports
60911-monster,Thriller
60911-monster,Mystery
60911-monster,Psychological
60911-monster,Drama
34667-arthdal-chronicles-season-3,Historical
34667-arthdal-chronicles-season-3,Romance
34667-arthdal-chronicles-season-3,Fantasy
34667-arthdal-chronicles-season-3,Political
746529-skz-flix,Drama
746529-skz-flix,Sci-Fi
34665-arthdal-chronicles-season-2,Historical
34665-arthdal-chronicles-season-2,Romance
34665-arthdal-chronicles-season-2,Fantasy
34665-arthdal-chronicles-season-2,Political
683929-mr-hong,Comedy
683929-mr-hong,Romance
683929-mr-hong,Life
683929-mr-hong,Drama
32917-partners-for-justice-2,Mystery
32917-partners-for-justice-2,Law
32917-partners-for-justice-2,Drama
32917-partners-for-justice-2,Medical
14324-six-flying-dragons,Action
14324-six-flying-dragons,Historical
14324-six-flying-dragons,Drama
14324-six-flying-dragons,Political
15999-moon-lovers-scarlet-heart-ryeo,Historical
15999-moon-lovers-scarlet-heart-ryeo,Romance
15999-moon-lovers-scarlet-heart-ryeo,Fantasy
15999-moon-lovers-scarlet-heart-ryeo,Melodrama
34064-sweet-home,Action
34064-sweet-home,Horror
34064-sweet-home,Drama
34064-sweet-home,Sci-Fi
21576-while-you-were-sleeping,Mystery
21576-while-you-were-sleeping,Romance
21576-while-you-were-sleeping,Drama
21576-while-you-were-sleeping,Supernatural
28686-hand,Thriller
28686-hand,Mystery
28686-hand,Horror
28686-hand,Supernatural
713549-d-p-season-2,Action
713549-d-p-season-2,Military
713549-d-p-season-2,Drama
18894-strong-woman-do-bong-soon,Action
18894-strong-woman-do-bong-soon,Comedy
18894-strong-woman-do-bong-soon,Romance
18894-strong-woman-do-bong-soon,Supernatural
53535-penthouse,Thriller
53535-penthouse,Mystery
53535-penthouse,Drama
680959-the-penthouse-season-2,Thriller
680959-the-penthouse-season-2,Mystery
680959-the-penthouse-season-2,Drama
65391-nemesis,Action
65391-nemesis,Thriller
65391-nemesis,Mystery
65391-nemesis,Crime
19684-defendant,Thriller
19684-defendant,Mystery
19684-defendant,Law
19684-defendant,Drama
694231-us-that-year,Romance
694231-us-that-year,Life
694231-us-that-year,Youth
694231-us-that-year,Drama
10873-kill-me-heal-me,Psychological
10873-kill-me-heal-me,Comedy
10873-kill-me-heal-me,Romance
10873-kill-me-heal-me,Drama
746193-gold-spoon,Action
746193-gold-spoon,Thriller
746193-gold-spoon,Mystery
746193-gold-spoon,Comedy
699597-king-of-pigs,Thriller
699597-king-of-pigs,Mystery
699597-king-of-pigs,Drama
693591-in-house-confrontation,Comedy
693591-in-house-confrontation,Romance
693591-in-house-confrontation,Drama
717539-the-devil,Thriller
717539-the-devil,Mystery
717539-the-devil,Horror
717539-the-devil,Supernatural
711391-the-police-station-next-to-fire-station,Action
711391-the-police-station-next-to-fire-station,Thriller
711391-the-police-station-next-to-fire-station,Mystery
711391-the-police-station-next-to-fire-station,Drama
19510-romantic-doctor-teacher-kim,Romance
19510-romantic-doctor-teacher-kim,Drama
19510-romantic-doctor-teacher-kim,Medical
263-jewel-in-the-palace,Food
263-jewel-in-the-palace,Historical
263-jewel-in-the-palace,Romance
263-jewel-in-the-palace,Medical
52941-eighteen-again,Romance
52941-eighteen-again,Life
52941-eighteen-again,Drama
52941-eighteen-again,Fantasy
10619-incomplete-life,Business
10619-incomplete-life,Life
10619-incomplete-life,Drama
33075-strangers-from-hell,Thriller
33075-strangers-from-hell,Horror
33075-strangers-from-hell,Psychological
33075-strangers-from-hell,Drama
697585-our-blues,Romance
697585-our-blues,Life
697585-our-blues,Drama
