title_id,genre
63755-keun-ruk-salub-chata,Mystery
63755-keun-ruk-salub-chata,Romance
63755-keun-ruk-salub-chata,Supernatural
715805-wiwa-fah-laep,Comedy
715805-wiwa-fah-laep,Romance
27598-nee-ruk-nai-krong-fai,Action
27598-nee-ruk-nai-krong-fai,Romance
27598-nee-ruk-nai-krong-fai,Drama
682583-never-too-late,Drama
682583-never-too-late,Sci-Fi
682583-never-too-late,Fantasy
22722-sotus-s-the-series,Romance
22722-sotus-s-the-series,Youth
22722-sotus-s-the-series,Drama
65801-46-wan,Comedy
65801-46-wan,Romance
749639-laws-of-attraction,Law
749639-laws-of-attraction,Romance
749639-laws-of-attraction,Drama
37259-sapai-import,Action
37259-sapai-import,Comedy
37259-sapai-import,Romance
37259-sapai-import,Drama
31858-dark-blue-kiss,Comedy
31858-dark-blue-kiss,Romance
31858-dark-blue-kiss,Youth
695729-my-lovely-bodyguard,Action
695729-my-lovely-bodyguard,Mystery
695729-my-lovely-bodyguard,Romance
695729-my-lovely-bodyguard,Drama
13866-piang-chai-khon-nee-mai-chai-poo-wised,Romance
13866-piang-chai-khon-nee-mai-chai-poo-wised,Drama
10062-khun-chai-puttipat,Action
10062-khun-chai-puttipat,Historical
10062-khun-chai-puttipat,Romance
10062-khun-chai-puttipat,Drama
