title_id,tag
682595-not-me,Violence
682595-not-me,Social Inequality
682595-not-me,Hidden Identity
682595-not-me,Gay Romance
682595-not-me,Fight For Justice
682595-not-me,Revenge
682595-not-me,Political (Vote or add tags)
49745-a-tale-of-a-thousand-stars,Rural Life
49745-a-tale-of-a-thousand-stars,Hardworking Male Lead
49745-a-tale-of-a-thousand-stars,Heart Transplant
49745-a-tale-of-a-thousand-stars,Character Development
49745-a-tale-of-a-thousand-stars,Adapted From A Novel
49745-a-tale-of-a-thousand-stars,LGBTQ+
49745-a-tale-of-a-thousand-stars,Gay Romance
49745-a-tale-of-a-thousand-stars,Strong Male Lead
49745-a-tale-of-a-thousand-stars,Organ Transplantation
49745-a-tale-of-a-thousand-stars,Slow Burn Romance (Vote or add tags)
743923-last-twilight,LGBTQ+
743923-last-twilight,Bisexual Male Lead
743923-last-twilight,Disability
743923-last-twilight,Blindness
743923-last-twilight,Caregiver Male Lead
743923-last-twilight,Gay Male Lead
743923-last-twilight,Blind Male Lead
743923-last-twilight,Disabled Male Lead
743923-last-twilight,Gay Romance
743923-last-twilight,Visually Impaired Male Lead (Vote or add tags)
30290-girl-from-no-where-the-series,Anthology
30290-girl-from-no-where-the-series,Death
30290-girl-from-no-where-the-series,High School
30290-girl-from-no-where-the-series,Calm Female Lead
30290-girl-from-no-where-the-series,Violence
30290-girl-from-no-where-the-series,Murder
30290-girl-from-no-where-the-series,Revenge
30290-girl-from-no-where-the-series,School Bullying
30290-girl-from-no-where-the-series,Rape
30290-girl-from-no-where-the-series,Suspense (Vote or add tags)
33049-bad-genius-the-series,Cheating
33049-bad-genius-the-series,Poor Male Lead
33049-bad-genius-the-series,Based On True Story
33049-bad-genius-the-series,Slight Romance
33049-bad-genius-the-series,Genius Female Lead
33049-bad-genius-the-series,Genius Male Lead
33049-bad-genius-the-series,Strong Female Lead
33049-bad-genius-the-series,Filmed Abroad
33049-bad-genius-the-series,Theatre/Drama Club
33049-bad-genius-the-series,Private School (Vote or add tags)
715931-my-school-president,Gay Romance
715931-my-school-president,LGBTQ+
715931-my-school-president,Healthy Mains’ Relationship
715931-my-school-president,Club President Male Lead
715931-my-school-president,Chasing A Dream
715931-my-school-president,Secret Crush
715931-my-school-president,Friendship
715931-my-school-president,School Club
715931-my-school-president,Band
715931-my-school-president,Classmates' Relationship (Vote or add tags)
709801-matalada,Abusive Parent
709801-matalada,Doctor Male Lead
709801-matalada,Cheerful Female Lead
709801-matalada,Healthy Mains’ Relationship
709801-matalada,Supportive Parent
709801-matalada,Nice Female Lead
709801-matalada,Family Relationship
709801-matalada,LGBTQ+
709801-matalada,Smart Male Lead
709801-matalada,Transgender Character (Vote or add tags)
27368-happy-birthday,Ghost-seeing Male Lead
27368-happy-birthday,Family Relationship
27368-happy-birthday,Suicide
27368-happy-birthday,Death
27368-happy-birthday,Spirit Possession
27368-happy-birthday,Ghost Female Lead
27368-happy-birthday,Brother-Sister Relationship
27368-happy-birthday,Flashback To Past
27368-happy-birthday,Healing
27368-happy-birthday,Hidden Past (Vote or add tags)
50007-boys-over-flowers,Strong Female Lead
50007-boys-over-flowers,Evil Parental Figure
50007-boys-over-flowers,Character Development
50007-boys-over-flowers,Enemies To Lovers
50007-boys-over-flowers,Adapted From A Manga
50007-boys-over-flowers,Friendship
50007-boys-over-flowers,Male Chases Female First
50007-boys-over-flowers,Cyberbullying
50007-boys-over-flowers,Multiple Mains
50007-boys-over-flowers,Rich Male Lead (Vote or add tags)
13865-kleun-cheewit,Strong Female Lead
13865-kleun-cheewit,Love/Hate Relationship
13865-kleun-cheewit,Misunderstanding
13865-kleun-cheewit,Revenge
13865-kleun-cheewit,Sismance
13865-kleun-cheewit,Lack Of Communication
13865-kleun-cheewit,Death
13865-kleun-cheewit,Enemies To Lovers
13865-kleun-cheewit,Entertainment Industry
13865-kleun-cheewit,Rich Female Lead (Vote or add tags)
24193-project-s-the-series-side-by-side,Badminton
24193-project-s-the-series-side-by-side,Autism
24193-project-s-the-series-side-by-side,Autistic Male Lead
24193-project-s-the-series-side-by-side,Character Development
24193-project-s-the-series-side-by-side,Sibling Rivalry
24193-project-s-the-series-side-by-side,Mother-Son Relationship
24193-project-s-the-series-side-by-side,Tearjerker
24193-project-s-the-series-side-by-side,Bromance
24193-project-s-the-series-side-by-side,Neurodevelopmental Disorder
24193-project-s-the-series-side-by-side,Aunt-Nephew Relationship (Vote or add tags)
682589-bad-buddy,Gay Romance
682589-bad-buddy,Rivals To Lovers
682589-bad-buddy,Rivalry
682589-bad-buddy,Rival Families
682589-bad-buddy,Secret Romance
682589-bad-buddy,Family Conflict
682589-bad-buddy,Adapted From A Novel
682589-bad-buddy,LGBTQ+
682589-bad-buddy,Enemies To Friends
682589-bad-buddy,University (Vote or add tags)
711999-i-feel-you-linger-in-the-air,Time Travel
711999-i-feel-you-linger-in-the-air,LGBTQ+
711999-i-feel-you-linger-in-the-air,Adapted From A Novel
711999-i-feel-you-linger-in-the-air,Gay Romance
711999-i-feel-you-linger-in-the-air,1920s
711999-i-feel-you-linger-in-the-air,Servant Male Lead
711999-i-feel-you-linger-in-the-air,Married Supporting Character
711999-i-feel-you-linger-in-the-air,Gay Male Lead
711999-i-feel-you-linger-in-the-air,Master-Servant Relationship
711999-i-feel-you-linger-in-the-air,Secret (Vote or add tags)
71555-siadai-2020,1990s
71555-siadai-2020,Found Family
71555-siadai-2020,Drug Usage
71555-siadai-2020,Dysfunctional Family
71555-siadai-2020,Rape
71555-siadai-2020,Homophobia
71555-siadai-2020,Prostitution
71555-siadai-2020,Domestic Abuse
71555-siadai-2020,Child Abuse
71555-siadai-2020,Alcoholic Parent (Vote or add tags)
9828-full-house,Cohabitation
9828-full-house,Marriage Of Convenience
9828-full-house,Contract Relationship
9828-full-house,Naive Female Lead
9828-full-house,Rich Man/Poor Woman
9828-full-house,Filmed Abroad
9828-full-house,Famous Lead/Common Lead
9828-full-house,Clingy Male Lead
9828-full-house,Famous Male Lead
9828-full-house,Bickering Mains' Relationship (Vote or add tags)
715909-p-s-i-hate-you,Female Centered Plot
715909-p-s-i-hate-you,Betrayed By A Friend
715909-p-s-i-hate-you,Long Time Friends
715909-p-s-i-hate-you,Friends To Enemies
715909-p-s-i-hate-you,Female Rivalry
715909-p-s-i-hate-you,Infidelity
715909-p-s-i-hate-you,Adapted From A Novel
715909-p-s-i-hate-you,Sexual Assault
715909-p-s-i-hate-you,Sismance
715909-p-s-i-hate-you,Murder (Vote or add tags)
715923-the-warp-effect,Time Travel
715923-the-warp-effect,Feminism
715923-the-warp-effect,Sex Education
715923-the-warp-effect,LGBTQ+
715923-the-warp-effect,Sexual Content
715923-the-warp-effect,Multiple Couples
715923-the-warp-effect,Nonbinary Supporting Character
715923-the-warp-effect,Friendship
715923-the-warp-effect,Virgin Male Lead
715923-the-warp-effect,Friends With Benefits (Vote or add tags)
715901-moonlight-chicken,Sign Language
715901-moonlight-chicken,LGBTQ+
715901-moonlight-chicken,Restaurant Setting
715901-moonlight-chicken,One-night Stand
715901-moonlight-chicken,Gay Romance
715901-moonlight-chicken,Deaf Supporting Character
715901-moonlight-chicken,Gay Male Lead
715901-moonlight-chicken,Uncle-Nephew Relationship
715901-moonlight-chicken,Poor Male Lead
715901-moonlight-chicken,Age Gap [Drama Life] (Vote or add tags)
49763-who-are-you,School Bullying
49763-who-are-you,School Problems
49763-who-are-you,Identity Swap
49763-who-are-you,Hidden Identity
49763-who-are-you,Mother-Daughter Relationship
49763-who-are-you,Suicide
49763-who-are-you,Investigation
49763-who-are-you,Mother-Son Relationship
49763-who-are-you,Father-Son Relationship
49763-who-are-you,Cram School (Vote or add tags)
49743-the-gifted-graduation,High School
49743-the-gifted-graduation,Multiple Mains
49743-the-gifted-graduation,Friendship
49743-the-gifted-graduation,Sci-Fi
49743-the-gifted-graduation,Slight Romance
49743-the-gifted-graduation,Teamwork
49743-the-gifted-graduation,Power Struggle
49743-the-gifted-graduation,Generational Conflict
49743-the-gifted-graduation,Rival Groups
49743-the-gifted-graduation,Leadership (Vote or add tags)
27173-hua-jai-sila,Hidden Identity
27173-hua-jai-sila,Double Identity
27173-hua-jai-sila,Revenge
27173-hua-jai-sila,First Love
27173-hua-jai-sila,Aggressive Male Lead
27173-hua-jai-sila,Slap And Kiss
27173-hua-jai-sila,Healing
27173-hua-jai-sila,Rich Male Lead
27173-hua-jai-sila,Nice Female Lead
27173-hua-jai-sila,Evil Parental Figure (Vote or add tags)
725347-triage,Bisexual Male Lead
725347-triage,Time Loop
725347-triage,Doctor Male Lead
725347-triage,LGBTQ+
725347-triage,Gay Romance
725347-triage,Time Altering
725347-triage,Suspense
725347-triage,Doctor Supporting Character
725347-triage,Hospital Setting
725347-triage,Investigation (Vote or add tags)
28854-kao-waan-hai-noo-pen-sai-lub,Fake Marriage
28854-kao-waan-hai-noo-pen-sai-lub,Contract Relationship
28854-kao-waan-hai-noo-pen-sai-lub,Rich Man/Poor Woman
28854-kao-waan-hai-noo-pen-sai-lub,Sassy Female Lead
28854-kao-waan-hai-noo-pen-sai-lub,Poor Female Lead
28854-kao-waan-hai-noo-pen-sai-lub,Ghost-seeing Female Lead
28854-kao-waan-hai-noo-pen-sai-lub,Marriage Of Convenience
28854-kao-waan-hai-noo-pen-sai-lub,Tragic Past
28854-kao-waan-hai-noo-pen-sai-lub,Multiple Couples
28854-kao-waan-hai-noo-pen-sai-lub,Nice Male Lead (Vote or add tags)
712993-khun-chaai,Half-brothers' Relationship
712993-khun-chaai,Graphic Violence
712993-khun-chaai,Servant Supporting Character
712993-khun-chaai,Heir Male Lead
712993-khun-chaai,Gay Male Lead
712993-khun-chaai,Closeted
712993-khun-chaai,Controlling Parent
712993-khun-chaai,Attempted Murder
712993-khun-chaai,Greed
712993-khun-chaai,Multiple Mains (Vote or add tags)
715893-the-eclipse,Gay Male Lead
715893-the-eclipse,Gay Romance
715893-the-eclipse,Enemies To Lovers
715893-the-eclipse,Gay Supporting Character
715893-the-eclipse,All-Boys School
715893-the-eclipse,LGBTQ+
715893-the-eclipse,Male Centered Plot
715893-the-eclipse,High School
715893-the-eclipse,Investigation
715893-the-eclipse,Homophobia (Vote or add tags)
58899-manner-of-death,Strong Male Lead
58899-manner-of-death,Investigation
58899-manner-of-death,Gay Romance
58899-manner-of-death,LGBTQ+
58899-manner-of-death,Death
58899-manner-of-death,Murder
58899-manner-of-death,Sexual Abuse
58899-manner-of-death,Adapted From A Novel
58899-manner-of-death,Doctor Male Lead
58899-manner-of-death,Wrongfully Accused (Vote or add tags)
763317-pit-babe-uncut,Omegaverse
763317-pit-babe-uncut,Adapted From A Web Novel
763317-pit-babe-uncut,Gay Male Lead
763317-pit-babe-uncut,Gay Romance
763317-pit-babe-uncut,Flashback To Past
763317-pit-babe-uncut,Supernatural Power
763317-pit-babe-uncut,Mental Powers
763317-pit-babe-uncut,Car Racing
763317-pit-babe-uncut,LGBTQ+
763317-pit-babe-uncut,Precognition (Vote or add tags)
761173-bed-friend-uncut,Expressed Consent
761173-bed-friend-uncut,Co-workers' Relationship
761173-bed-friend-uncut,Office Worker Male Lead
761173-bed-friend-uncut,Gay Male Lead
761173-bed-friend-uncut,Gay Romance
761173-bed-friend-uncut,Friends With Benefits
761173-bed-friend-uncut,Flashback To Past
761173-bed-friend-uncut,LGBTQ+
761173-bed-friend-uncut,Trauma
761173-bed-friend-uncut,Sexual Content (Vote or add tags)
715889-home-school,Student Female Lead
715889-home-school,Student Male Lead
715889-home-school,Teenager Female Lead
715889-home-school,Teenager Male Lead
715889-home-school,Boarding School
715889-home-school,Multiple Mains
715889-home-school,Autistic Male Lead
715889-home-school,Suspense
715889-home-school,Slight Romance
715889-home-school,High School (Vote or add tags)
48135-trab-fah-mee-tawan,Female Chases Male First
48135-trab-fah-mee-tawan,Countryside Male Lead
48135-trab-fah-mee-tawan,Clingy Female Lead
48135-trab-fah-mee-tawan,Mean Male Lead
48135-trab-fah-mee-tawan,Possessive Male Lead
48135-trab-fah-mee-tawan,Character Development
48135-trab-fah-mee-tawan,Love/Hate Relationship
48135-trab-fah-mee-tawan,Enemies To Lovers
48135-trab-fah-mee-tawan,Jealous Male Lead
48135-trab-fah-mee-tawan,Friends To Enemies (Vote or add tags)
733967-love-mechanics-director-s-cut,Student Supporting Character
733967-love-mechanics-director-s-cut,Student Male Lead
733967-love-mechanics-director-s-cut,School Setting
733967-love-mechanics-director-s-cut,Young Adult Male Lead
733967-love-mechanics-director-s-cut,Gay Male Lead
733967-love-mechanics-director-s-cut,Gay Romance
733967-love-mechanics-director-s-cut,Dubious Consent
733967-love-mechanics-director-s-cut,University
733967-love-mechanics-director-s-cut,LGBTQ+
733967-love-mechanics-director-s-cut,Miniseries (Vote or add tags)
743937-midnight-museum,Curse
743937-midnight-museum,Black Magic
743937-midnight-museum,Bromance
743937-midnight-museum,Violence
743937-midnight-museum,Museum Curator Male Lead
743937-midnight-museum,Dark Fantasy
743937-midnight-museum,Ghost
743937-midnight-museum,Investigation
743937-midnight-museum,Barista Male Lead
743937-midnight-museum,Supernatural Being (Vote or add tags)
30863-suparburut-jorm-jon-maturot-loghan,Kidnapping
30863-suparburut-jorm-jon-maturot-loghan,Stockholm Syndrome
30863-suparburut-jorm-jon-maturot-loghan,Older Man/Younger Woman
30863-suparburut-jorm-jon-maturot-loghan,Gun Violence
30863-suparburut-jorm-jon-maturot-loghan,Magical Power
30863-suparburut-jorm-jon-maturot-loghan,Badass Male Lead
30863-suparburut-jorm-jon-maturot-loghan,Smart Female Lead
30863-suparburut-jorm-jon-maturot-loghan,Sassy Female Lead
30863-suparburut-jorm-jon-maturot-loghan,Vengeance
30863-suparburut-jorm-jon-maturot-loghan,Love At First Sight (Vote or add tags)
719429-love-destiny-uncut,Ayutthaya Period
719429-love-destiny-uncut,Transmigration
719429-love-destiny-uncut,Fated Love
719429-love-destiny-uncut,Eccentric Female Lead
719429-love-destiny-uncut,Sassy Female Lead
719429-love-destiny-uncut,Soulmates
719429-love-destiny-uncut,Cohabitation
719429-love-destiny-uncut,Fate
719429-love-destiny-uncut,Nice Male Lead
719429-love-destiny-uncut,Reincarnation (Vote or add tags)
33506-until-we-meet-again-the-series,Fated Love
33506-until-we-meet-again-the-series,Reincarnated Lovers
33506-until-we-meet-again-the-series,Soulmates
33506-until-we-meet-again-the-series,Adapted From A Novel
33506-until-we-meet-again-the-series,Reincarnation
33506-until-we-meet-again-the-series,LGBTQ+
33506-until-we-meet-again-the-series,Friendship
33506-until-we-meet-again-the-series,Cooking
33506-until-we-meet-again-the-series,University
33506-until-we-meet-again-the-series,Crybaby Male Lead (Vote or add tags)
31880-he-s-coming-to-me,Ghost-seeing Male Lead
31880-he-s-coming-to-me,Nice Male Lead
31880-he-s-coming-to-me,Tragic Past
31880-he-s-coming-to-me,Adapted From A Novel
31880-he-s-coming-to-me,Gay Male Lead
31880-he-s-coming-to-me,Investigation
31880-he-s-coming-to-me,LGBTQ+
31880-he-s-coming-to-me,Interspecies Romance
31880-he-s-coming-to-me,Ghost Male Lead
31880-he-s-coming-to-me,Gay Romance (Vote or add tags)
55651-bkpp,Jealous Male Lead
55651-bkpp,Friends To Lovers
55651-bkpp,Jealousy
55651-bkpp,LGBTQ+
55651-bkpp,Hardworking Male Lead
55651-bkpp,Heartbreak
55651-bkpp,Meet Again
55651-bkpp,Coming Of Age
55651-bkpp,Gay Romance
55651-bkpp,Coming Out (Vote or add tags)
14805-kiss-me,Student Female Lead
14805-kiss-me,Student Male Lead
14805-kiss-me,School Setting
14805-kiss-me,Childhood Friends' Relationship
14805-kiss-me,University
14805-kiss-me,Family Relationship
14805-kiss-me,High School
14805-kiss-me,Cold Man/Warm Woman
14805-kiss-me,Female Chases Male First
14805-kiss-me,Ex Comes Back (Vote or add tags)
63883-i-m-tee-me-too,Phobia
63883-i-m-tee-me-too,Bromance
63883-i-m-tee-me-too,Grief
63883-i-m-tee-me-too,Multiple Mains
63883-i-m-tee-me-too,Friendship
63883-i-m-tee-me-too,Housemates' Relationship
63883-i-m-tee-me-too,Miniseries
63883-i-m-tee-me-too,Father-Son Relationship
63883-i-m-tee-me-too,Eccentric Male Lead
63883-i-m-tee-me-too,Character Development (Vote or add tags)
75821-love-mechanics,Infidelity
75821-love-mechanics,Gay Romance
75821-love-mechanics,Dubious Consent
75821-love-mechanics,Gay Male Lead
75821-love-mechanics,University
75821-love-mechanics,LGBTQ+
75821-love-mechanics,Enemies To Lovers
75821-love-mechanics,Trust Issues
75821-love-mechanics,Poor Man/Rich Man
75821-love-mechanics,Adapted From A Novel (Vote or add tags)
22066-game-sanaeha,Rich Female Lead
22066-game-sanaeha,Spoiled Female Lead
22066-game-sanaeha,Nice Male Lead
22066-game-sanaeha,Love/Hate Relationship
22066-game-sanaeha,Male Chases Female First
22066-game-sanaeha,Misunderstanding
22066-game-sanaeha,Jealousy
22066-game-sanaeha,Slap And Kiss
22066-game-sanaeha,Rich Woman/Poor Man
22066-game-sanaeha,Revenge (Vote or add tags)
763003-ready-set-love,Female Rivalry
763003-ready-set-love,LGBTQ+
763003-ready-set-love,Popular Male Lead
763003-ready-set-love,Survival Show
763003-ready-set-love,Underdog
763003-ready-set-love,Conspiracy
763003-ready-set-love,Competition
763003-ready-set-love,Lesbian Supporting Character
763003-ready-set-love,Gay Supporting Character
763003-ready-set-love,Social Issues (Vote or add tags)
743929-cherry-magic-thailand,Mind Reading
743929-cherry-magic-thailand,LGBTQ+
743929-cherry-magic-thailand,Adapted From A Manga
743929-cherry-magic-thailand,Office Setting
743929-cherry-magic-thailand,Virgin Supporting Character
743929-cherry-magic-thailand,Virgin Male Lead
743929-cherry-magic-thailand,Office Worker Supporting Character
743929-cherry-magic-thailand,Office Worker Male Lead
743929-cherry-magic-thailand,Gay Male Lead
743929-cherry-magic-thailand,Gay Supporting Character (Vote or add tags)
699789-the-comments,Investigation
699789-the-comments,Friendship
699789-the-comments,Social Media
699789-the-comments,Revenge
699789-the-comments,Entertainment Industry
699789-the-comments,Cyberbullying
699789-the-comments,Miniseries
699789-the-comments,School Bullying
699789-the-comments,Suicide
699789-the-comments,Tearjerker (Vote or add tags)
39883-let-s-fight-ghost,Ghost-seeing Male Lead
39883-let-s-fight-ghost,Strong Female Lead
39883-let-s-fight-ghost,Ghost
39883-let-s-fight-ghost,Amnesia
39883-let-s-fight-ghost,Adapted From A Webtoon
39883-let-s-fight-ghost,Skilled Fighter
39883-let-s-fight-ghost,Strong Male Lead
39883-let-s-fight-ghost,Interspecies Romance
39883-let-s-fight-ghost,Nice Male Lead
39883-let-s-fight-ghost,Hardworking Male Lead (Vote or add tags)
19808-the-crown-princess,Badass Female Lead
19808-the-crown-princess,Princess Female Lead
19808-the-crown-princess,Badass Male Lead
19808-the-crown-princess,Noble Woman/Common Man
19808-the-crown-princess,Royalty
19808-the-crown-princess,Sibling Rivalry
19808-the-crown-princess,Calm Male Lead
19808-the-crown-princess,Strong Female Lead
19808-the-crown-princess,Nice Male Lead
19808-the-crown-princess,Slow Romance (Vote or add tags)
56933-love-storm,Gay Romance
56933-love-storm,Auto Mechanic Male Lead
56933-love-storm,Bisexual Male Lead
56933-love-storm,Sexual Content
56933-love-storm,Love/Hate Relationship
56933-love-storm,Naive Male Lead
56933-love-storm,University
56933-love-storm,Playboy Male Lead
56933-love-storm,Motorcycle Racing
56933-love-storm,Architect Male Lead (Vote or add tags)
681019-i-told-sunset-about-you-part-2,Coming Of Age
681019-i-told-sunset-about-you-part-2,University
681019-i-told-sunset-about-you-part-2,LGBTQ+
681019-i-told-sunset-about-you-part-2,Performing Arts
681019-i-told-sunset-about-you-part-2,Gay Relationship
681019-i-told-sunset-about-you-part-2,Tearjerker
681019-i-told-sunset-about-you-part-2,College To Working Life
681019-i-told-sunset-about-you-part-2,Bisexual Male Lead
681019-i-told-sunset-about-you-part-2,Time Skip
681019-i-told-sunset-about-you-part-2,Promise (Vote or add tags)
682581-mama-gogo,Mother-Daughter Relationship
682581-mama-gogo,Stripper Supporting Character
682581-mama-gogo,Bar Owner Female Lead
682581-mama-gogo,Hardworking Female Lead
682581-mama-gogo,Rivalry
682581-mama-gogo,Older Woman/Younger Man
682581-mama-gogo,Enemies To Lovers
682581-mama-gogo,Friendship
682581-mama-gogo,Money-Obsession
682581-mama-gogo,Debt (Vote or add tags)
714201-my-only-12,Childhood Friends' Relationship
714201-my-only-12,LGBTQ+
714201-my-only-12,Coming Of Age
714201-my-only-12,Slow Burn Romance
714201-my-only-12,Teenager Male Lead
714201-my-only-12,Friendship
714201-my-only-12,Adapted From A Novel
714201-my-only-12,Gay Male Lead
714201-my-only-12,Teenager Supporting Character
714201-my-only-12,Age Gap [Real Life] (Vote or add tags)
743919-only-friends,Multiple Couples
743919-only-friends,Sexual Content
743919-only-friends,LGBTQ+
743919-only-friends,Friendship
743919-only-friends,Friends With Benefits
743919-only-friends,University
743919-only-friends,Multiple Mains
743919-only-friends,Betrayed By A Friend
743919-only-friends,Young Adult Male Lead
743919-only-friends,Gay Male Lead (Vote or add tags)
67107-girl-from-nowhere-season-2,Gore
67107-girl-from-nowhere-season-2,Revenge
67107-girl-from-nowhere-season-2,Anthology
67107-girl-from-nowhere-season-2,Strong Female Lead
67107-girl-from-nowhere-season-2,Murder
67107-girl-from-nowhere-season-2,High School
67107-girl-from-nowhere-season-2,Suspense
67107-girl-from-nowhere-season-2,Antiheroine Female Lead
67107-girl-from-nowhere-season-2,Blood
67107-girl-from-nowhere-season-2,Investigation (Vote or add tags)
31878-a-gift-to-the-people-you-hate,Multiple Mains
31878-a-gift-to-the-people-you-hate,Revenge
31878-a-gift-to-the-people-you-hate,Adapted From A Comic
31878-a-gift-to-the-people-you-hate,Hatred
31878-a-gift-to-the-people-you-hate,Investigation
31878-a-gift-to-the-people-you-hate,Suspense
31878-a-gift-to-the-people-you-hate,Murder
31878-a-gift-to-the-people-you-hate,Father-Daughter Relationship
31878-a-gift-to-the-people-you-hate,Brother-Sister Relationship
31878-a-gift-to-the-people-you-hate,Elections (Vote or add tags)
28744-likhit-haeng-jan,Doppelganger
28744-likhit-haeng-jan,Time Travel
28744-likhit-haeng-jan,Strong Female Lead
28744-likhit-haeng-jan,Adapted From A Novel
28744-likhit-haeng-jan,Secondary Couple
28744-likhit-haeng-jan,Past And Present
28744-likhit-haeng-jan,Different Timelines
28744-likhit-haeng-jan,Identity Swap
28744-likhit-haeng-jan,Tomboy Female Lead
28744-likhit-haeng-jan,Doctor Male Lead (Vote or add tags)
16323-padiwaradda,Arranged Marriage
16323-padiwaradda,Slow Burn Romance
16323-padiwaradda,Poor Male Lead
16323-padiwaradda,Arranged Relationship
16323-padiwaradda,Love Triangle
16323-padiwaradda,Hidden Identity
16323-padiwaradda,Birth Secret
16323-padiwaradda,Calm Female Lead
16323-padiwaradda,Hidden Past
16323-padiwaradda,Lovers Separated (Vote or add tags)
27416-khun-mae-suam-roy,Strong Female Lead
27416-khun-mae-suam-roy,Badass Female Lead
27416-khun-mae-suam-roy,Cohabitation
27416-khun-mae-suam-roy,Investigation
27416-khun-mae-suam-roy,Hidden Identity
27416-khun-mae-suam-roy,Impersonation
27416-khun-mae-suam-roy,Fake Marriage
27416-khun-mae-suam-roy,Identical Twin Female Lead
27416-khun-mae-suam-roy,Rich Family
27416-khun-mae-suam-roy,Rich Male Lead (Vote or add tags)
759257-dead-friend-forever-dff,Multiple Mains
759257-dead-friend-forever-dff,LGBTQ+
759257-dead-friend-forever-dff,Suspense
759257-dead-friend-forever-dff,Gay Romance
759257-dead-friend-forever-dff,Filmmaking
759257-dead-friend-forever-dff,Steamy Kiss
759257-dead-friend-forever-dff,Mild Gore
759257-dead-friend-forever-dff,Drinking
759257-dead-friend-forever-dff,Smoking
759257-dead-friend-forever-dff,High School (Vote or add tags)
69667-kinnporsche,Gay Romance
69667-kinnporsche,Mafia
69667-kinnporsche,LGBTQ+
69667-kinnporsche,Violence
69667-kinnporsche,Sexual Content
69667-kinnporsche,Adapted From A Novel
69667-kinnporsche,Multiple Couples
69667-kinnporsche,Rivalry
69667-kinnporsche,Bodyguard Male Lead
