Date,Open,High,Low,Close,Adj Close,Volume
2022-07-07,100.500000,100.500000,98.500000,99.000000,99.000000,20270300
2022-07-08,99.500000,100.500000,98.500000,98.750000,98.750000,16668300
2022-07-11,99.500000,102.000000,99.500000,102.000000,102.000000,16188800
2022-07-12,100.500000,101.500000,99.500000,100.000000,100.000000,14097900
2022-07-14,99.750000,99.750000,95.000000,95.000000,95.000000,47624000
2022-07-15,94.750000,95.250000,92.500000,94.000000,94.000000,33277000
