Date,Open,High,Low,Close,Adj Close,Volume
2022-07-07,131.500000,132.000000,128.500000,130.000000,130.000000,12738900
2022-07-08,132.000000,132.000000,129.500000,129.500000,129.500000,7718500
2022-07-11,129.500000,132.000000,129.000000,130.500000,130.500000,7410000
2022-07-12,130.500000,132.000000,130.000000,131.000000,131.000000,6305300
2022-07-14,130.000000,130.500000,126.500000,127.000000,127.000000,19490600
2022-07-15,127.500000,128.000000,125.000000,127.000000,127.000000,11545700
