Date,Open,High,Low,Close,Adj Close,Volume
2022-07-07,148.000000,148.000000,144.500000,146.000000,146.000000,18372400
2022-07-08,147.000000,147.500000,143.500000,143.500000,143.500000,20688700
2022-07-11,143.500000,147.500000,143.500000,146.000000,146.000000,12562900
2022-07-12,146.000000,147.500000,145.500000,146.500000,146.500000,8696500
2022-07-14,146.500000,146.500000,144.000000,144.500000,144.500000,15797500
2022-07-15,144.500000,144.500000,137.500000,140.000000,140.000000,35224500
